label,entity_norm,count
PERSON,pino's- http://www.yelp.com/biz/pinos-pizza-al-centro-phoenix,1
PERSON,pistachio mocha,1
PERSON,pitt,1
PERSON,pitta rella's,1
PERSON,pittza rella's,1
PERSON,pizzeria bianco,1
PERSON,place bonaventure,1
PERSON,platano,1
PERSON,platz,1
PERSON,please\n9.strawberry banana-ehhh\n10.coconut lemongrass-cool,1
PERSON,polo towers,1
PERSON,popeye,1
PERSON,populaires qu'il,1
PERSON,postrio,1
PERSON,potatos,1
PERSON,pour bien,1
PERSON,pour bien peu,1
PERSON,pour ce,1
PERSON,pralinen,1
PERSON,prarie home companion,1
PERSON,precilla ruined,1
PERSON,priceline!\n\nwhen,1
PERSON,pricey,1
PERSON,prob,1
PERSON,produkte,1
PERSON,promenade deck,1
PERSON,prop,1
PERSON,pros,1
PERSON,psycho jock,1
PERSON,pub,1
PERSON,pulled pork,1
PERSON,qr.redrobin.com,1
PERSON,qualit\u00e4t.,1
PERSON,que je ne,1
PERSON,quesadillas,1
PERSON,quickly.\n\ni'll,1
PERSON,r\u00e9gnait,1
PERSON,rad happy hour,1
PERSON,raku,1
PERSON,rancho,1
PERSON,randy,1
PERSON,raspberry sorbet,1
PERSON,ratty,1
PERSON,ray,1
PERSON,rayan,1
PERSON,rc willey,1
PERSON,rebel pizza,1
PERSON,rechnung,1
PERSON,red lobster,1
PERSON,red ryan,1
PERSON,redeemer,1
PERSON,repas indien,1
PERSON,reservierung,1
PERSON,reviews).\n\npho minh,1
PERSON,rib,1
PERSON,ricey,1
PERSON,rigatoni,1
PERSON,rip,1
PERSON,rip debora,1
PERSON,roast lobster,1
PERSON,robin,1
PERSON,robuchon,1
PERSON,rock 2,1
PERSON,ron,1
PERSON,rooster,1
PERSON,rosie mc caffreys,1
PERSON,roy,1
PERSON,roys,1
PERSON,run away-never do business,1
PERSON,russ,1
PERSON,ruth,1
PERSON,s.  carne asada,1
PERSON,s. rainbow,1
PERSON,safeways,1
PERSON,sal,1
PERSON,salaten,1
PERSON,salatteller,1
PERSON,sales rep-,1
PERSON,salmon,1
PERSON,salmon salad -,1
PERSON,salty senorita,1
PERSON,sam woo,1
PERSON,sanders,1
PERSON,sandlot,1
PERSON,sandwich stylen,1
PERSON,sans vin,1
PERSON,sarku japan,1
PERSON,sashimi tuna,1
PERSON,savers,1
PERSON,savoureux et copieux,1
PERSON,schein,1
PERSON,schmeckte leider garnicht,1
PERSON,schnelldurchlauf noch einige,1
PERSON,scrabster,1
PERSON,scramble,1
PERSON,sean t.,1
PERSON,seared tuna,1
PERSON,seeds,1
PERSON,sephora,1
PERSON,seriously,1
PERSON,seuss,1
PERSON,shadow hills,1
PERSON,shakes,1
PERSON,shannon w.'s,1
PERSON,sharing,1
PERSON,shaun,1
PERSON,shine,1
PERSON,shotgun bettys,1
PERSON,shrimp burrito,1
PERSON,shrimp cocktail,1
PERSON,shrimp mai,1
PERSON,sicherlich kein trinkgeld,1
PERSON,sicht,1
PERSON,sicilys pizza,1
PERSON,sides,1
PERSON,sighhhhhhh,1
PERSON,sigur ros,1
PERSON,simba,1
PERSON,simply,1
PERSON,single,1
PERSON,size!!\n,1
PERSON,size?\n-white,1
PERSON,sizzler,1
PERSON,skimp,1
PERSON,skinny jeans.\nfood- 5+,1
PERSON,skins,1
PERSON,smith,1
PERSON,smiths,1
PERSON,smooth,1
PERSON,snow ice,1
PERSON,snow white,1
PERSON,sofi,1
PERSON,sonntags das brunch,1
PERSON,sooooooooooooo gooood!\n\n-give,1
PERSON,sorry carol,1
PERSON,sour soup,1
PERSON,southside,1
PERSON,spass,1
PERSON,spicy diavola,1
PERSON,spinach,1
PERSON,sport chalet,1
PERSON,sports,1
PERSON,spud-u-like,1
PERSON,sriracha,1
PERSON,st denis,1
PERSON,st-martin,1
PERSON,stairs,1
PERSON,standard,1
PERSON,starbuck,1
PERSON,steak,1
PERSON,stella,1
PERSON,steph,1
PERSON,stern,1
PERSON,sticky toffee pudding,1
PERSON,strawberry,1
PERSON,strawberry french,1
PERSON,styrofoam,1
PERSON,summerlin,1
PERSON,summerlin energy,1
PERSON,sunset,1
PERSON,super shuttle,1
PERSON,superb,1
PERSON,supercuts,1
PERSON,sure.\n\nour,1
PERSON,surprised,1
PERSON,susan,1
PERSON,sushi,1
PERSON,sweet,1
PERSON,switch,1
PERSON,tana,1
PERSON,tanaka,1
PERSON,tang,1
PERSON,tao beach,1
PERSON,tao nightclub,1
PERSON,taste.\n5.watermelon mojito-,1
PERSON,tastykakes,1
PERSON,team!\nlisa bassewitz,1
PERSON,teddy pair,1
PERSON,teil,1
PERSON,teppan,1
PERSON,teresa s.,1
PERSON,terra rossa's,1
PERSON,teva,1
PERSON,tex mex,1
PERSON,thai chicken,1
PERSON,thai kang kare,1
PERSON,thankfully,1
PERSON,thar,1
PERSON,the chino,1
PERSON,the earl grey,1
PERSON,the eel-kara-age,1
PERSON,the good egg,1
PERSON,the jr suite,1
PERSON,the sam adams,1
PERSON,the tuna melt,1
PERSON,there.\n\nmy,1
PERSON,this einstein,1
PERSON,this sam woo,1
PERSON,tia rosa,1
PERSON,tilted kilt,1
PERSON,timbers,1
PERSON,tire,1
PERSON,today.\,1
PERSON,tofu,1
PERSON,toilette,1
PERSON,tolstoy,1
PERSON,tom,1
PERSON,tom colicchio's,1
PERSON,tom ka,1
PERSON,tom kha,1
PERSON,tom yum,1
PERSON,tomato,1
PERSON,tony roma's,1
PERSON,too.\n\nina,1
PERSON,top sirloin,1
PERSON,torbogen aus,1
PERSON,tostada combinacion,1
PERSON,trader joe's,1
PERSON,trader joes,1
PERSON,tram,1
PERSON,trankie,1
PERSON,travelodge,1
PERSON,tray raymond,1
PERSON,trinken waren flott,1
PERSON,trouverez pas,1
PERSON,troy,1
PERSON,tucson,1
PERSON,tues,1
PERSON,tuna,1
PERSON,tuna sahimi,1
PERSON,uhh ya no,1
PERSON,umgebaut aber,1
PERSON,un'esperienza davvero,1
PERSON,understaffed,1
PERSON,unterm strich,1
PERSON,valentine,1
PERSON,valentino,1
PERSON,valrhona pearls,1
PERSON,vary,1
PERSON,veal parmigiana,1
PERSON,vegas uncorked,1
PERSON,veggie,1
PERSON,veggie wonton appetizer,1
PERSON,venison w/,1
PERSON,vensand,1
PERSON,vermicelli noodles,1
PERSON,viateur,1
PERSON,vikes,1
PERSON,vince,1
PERSON,vino,1
PERSON,vito,1
PERSON,von guter,1
PERSON,von kundenkarten,1
PERSON,votre amis,1
PERSON,votre repas,1
PERSON,wade,1
PERSON,wahrnehmung kein qualit\u00e4tsstatement,1
PERSON,waiter,1
PERSON,waitier,1
PERSON,wanna,1
PERSON,wanna know\nit's,1
PERSON,waren ziemlich viel,1
PERSON,wayne,1
PERSON,we're,1
PERSON,weiter punkt,1
PERSON,weldon,1
PERSON,whitey,1
PERSON,whitnee,1
PERSON,whitney,1
PERSON,wicked spoon,1
PERSON,widow,1
PERSON,wie,1
PERSON,windmill,1
PERSON,wine angel,1
PERSON,wings,1
PERSON,wolf,1
PERSON,wolfgang puck bar &,1
PERSON,wollte ein vollkornbrot,1
PERSON,wonton soup,1
PERSON,woo hoo,1
PERSON,wooh,1
PERSON,wowza,1
PERSON,wtf,1
PERSON,wtf?\n\nthe good\n\ncheng fun,1
PERSON,wurde,1
PERSON,wurde dann,1
PERSON,wurde dort gemischt,1
PERSON,wynn buffet,1
PERSON,x ray,1
PERSON,y'see,1
PERSON,ya,1
PERSON,ya think,1
PERSON,ya.,1
PERSON,yamaha tw200,1
PERSON,yamaimo teppan - i,1
PERSON,yea,1
PERSON,yelper,1
PERSON,yeux,1
PERSON,yocoko,1
PERSON,yogi,1
PERSON,your-cholesterol-is,1
PERSON,yuca,1
PERSON,yuk,1
PERSON,yumm,1
PERSON,yuta,1
PERSON,yuzu,1
PERSON,zaba,1
PERSON,zack,1
PERSON,zagat,1
PERSON,zana,1
PERSON,zapata,1
PERSON,zeppelin,1
PERSON,zhou beef noodle - one,1
PERSON,zing zang,1
PERSON,zu eng.,1
PERSON,zu laut,1
PERSON,zuke don - marinated,1
PERSON,zum abkassieren,1
PERSON,zum beispiel,1
PERSON,zum besten,1
PERSON,zum drau\u00dfen,1
PERSON,zuma,1
PERSON,zuma zooma,1
PERSON,zuppa reale,1
PERSON,zur pralinentheke,1
PERSON,zwar ein,1
PERSON,zzeek,1
PRODUCT,cole,5
PRODUCT,ca,2
PRODUCT,diet coke,2
PRODUCT,i-10,2
PRODUCT,lol.\n\nwhen,2
PRODUCT,root,2
PRODUCT,shrimp,2
PRODUCT,starbucks,2
PRODUCT,sushi,2
PRODUCT,101,1
PRODUCT,401k,1
PRODUCT,"\""""steak\""""",1
PRODUCT,\n-pasty,1
PRODUCT,b\u00f6ckeler,1
PRODUCT,blue 32,1
PRODUCT,brass,1
PRODUCT,breakfast.\n\nmy,1
PRODUCT,camry,1
PRODUCT,cantina,1
PRODUCT,cares,1
PRODUCT,cheap,1
PRODUCT,cherry coke,1
PRODUCT,chili,1
PRODUCT,chimichanga,1
PRODUCT,chipotles,1
PRODUCT,citipass,1
PRODUCT,"complete.\""""\n\nupon",1
PRODUCT,crab,1
PRODUCT,cream,1
PRODUCT,critter ridder,1
PRODUCT,damn,1
PRODUCT,das ist,1
PRODUCT,disappointed.\n       - $,1
PRODUCT,enchiladas,1
PRODUCT,etiquette\,1
PRODUCT,f,1
PRODUCT,family,1
PRODUCT,five guys,1
PRODUCT,frits,1
PRODUCT,gooey,1
PRODUCT,hatte,1
PRODUCT,hochzeitstag,1
PRODUCT,hour\,1
PRODUCT,http://www.yelp.com/biz_photos/82ygtjc5kkikniqbz33qzw?select=ionsnp5eadvdbyh5lc0okg).\n       - $,1
PRODUCT,i-17,1
PRODUCT,j\u00e4gersauce,1
PRODUCT,jetta,1
PRODUCT,kalamata,1
PRODUCT,l\u00e4den,1
PRODUCT,lifetime,1
PRODUCT,lone star,1
PRODUCT,lust,1
PRODUCT,mad max,1
PRODUCT,marquee,1
PRODUCT,mcrib,1
PRODUCT,me.\n\nalso,1
PRODUCT,me.\n\nby,1
PRODUCT,me?\n\nfor,1
PRODUCT,meinung,1
PRODUCT,mir,1
PRODUCT,money.\n\nwe,1
PRODUCT,nachos\,1
PRODUCT,plentiful,1
PRODUCT,red curry,1
PRODUCT,red robin.\n\nwe,1
PRODUCT,reviews,1
PRODUCT,roll-3,1
PRODUCT,sa\u00df,1
PRODUCT,sat,1
PRODUCT,smiths,1
PRODUCT,spring rolls,1
PRODUCT,takumi,1
PRODUCT,tangiers,1
PRODUCT,taste.\n\n\n\nwe,1
PRODUCT,th\u00e9 glac\u00e9,1
PRODUCT,the armadillo grill,1
PRODUCT,the chile verde birdie,1
PRODUCT,the maple bar,1
PRODUCT,the red curry with chicken,1
PRODUCT,the triple delight,1
PRODUCT,the uss kearsarge lhd-3,1
PRODUCT,though.\n       - $,1
PRODUCT,tix,1
PRODUCT,total rewards,1
PRODUCT,truc,1
PRODUCT,valet,1
PRODUCT,viva las arepas,1
PRODUCT,viva mercado's,1
PRODUCT,warteschlange,1
PRODUCT,will.\n\nmy,1
TIME,night,33
TIME,last night,27
TIME,tonight,23
TIME,an hour,21
TIME,10 minutes,17
TIME,20 minutes,17
TIME,15 minutes,16
TIME,evening,16
TIME,afternoon,15
TIME,hours,14
TIME,morning,13
TIME,saturday night,12
TIME,30 minutes,11
TIME,one night,10
TIME,the night,10
TIME,2 hours,9
TIME,the next morning,9
TIME,45 minutes,8
TIME,5 minutes,7
TIME,about 5 minutes,7
TIME,all night,7
TIME,late night,7
TIME,the morning,7
TIME,hour,6
TIME,nights,6
TIME,this morning,6
TIME,1 hour,5
TIME,24 hours,5
TIME,3pm,5
TIME,a minute,5
TIME,an hour and a half,5
TIME,midnight,5
TIME,overnight,5
TIME,sunday night,5
TIME,10 minutes later,4
TIME,11 am,4
TIME,11am,4
TIME,25 minutes,4
TIME,40 minutes,4
TIME,6pm,4
TIME,7am,4
TIME,7pm,4
TIME,9am,4
TIME,9pm,4
TIME,a few minutes,4
TIME,about 10 minutes,4
TIME,about 15 minutes,4
TIME,noon,4
TIME,one hour,4
TIME,one morning,4
TIME,several minutes,4
TIME,that night,4
TIME,10:30,3
TIME,10am,3
TIME,15-20 minutes,3
TIME,1pm,3
TIME,20 minutes later,3
TIME,24 hour,3
TIME,3 hours,3
TIME,4 pm,3
TIME,5 minute,3
TIME,50 minutes,3
TIME,6 pm,3
TIME,a night,3
TIME,about 2 hours,3
TIME,about 25 minutes,3
TIME,an hour later,3
TIME,an off night,3
TIME,friday night,3
TIME,late-night,3
TIME,minutes,3
TIME,ten minutes,3
TIME,that evening,3
TIME,the last minute,3
TIME,the next night,3
TIME,the other night,3
TIME,this night,3
TIME,1.5 hours,2
TIME,10 hours,2
TIME,10 minute,2
TIME,10pm,2
TIME,11pm,2
TIME,2 minutes,2
TIME,20-30 minutes,2
TIME,24-hour,2
TIME,25 minute,2
TIME,2:30 pm,2
TIME,2pm,2
TIME,3 pm,2
TIME,30 minute,2
TIME,35 minutes,2
TIME,4 hours,2
TIME,48 hours,2
TIME,4am,2
TIME,5 minutes later,2
TIME,5 pm,2
TIME,5am,2
TIME,7 minutes,2
TIME,a date night,2
TIME,a few hours,2
TIME,a few hours later,2
TIME,a few minutes later,2
TIME,a few more minutes,2
TIME,a few seconds,2
TIME,a long night,2
TIME,a lovely afternoon,2
TIME,about 20 minutes,2
TIME,about 3 hours,2
TIME,about 30 minutes,2
TIME,almost an hour,2
TIME,and hour,2
TIME,another hour,2
TIME,at least 10 minutes,2
TIME,december night,2
TIME,each morning,2
TIME,earlier today,2
TIME,every 5 minutes,2
TIME,every few minutes,2
TIME,five minutes,2
TIME,hourly,2
TIME,last minute,2
TIME,later in the evening,2
TIME,many hours,2
TIME,one evening,2
TIME,one minute,2
TIME,over 5 minutes,2
TIME,that morning,2
TIME,there.\n\ni,2
TIME,this evening,2
TIME,three night,2
TIME,wednesday night,2
TIME,(about 1 hour,1
TIME,1 ish hours,1
TIME,1/2 hour,1
TIME,10 everyday\,1
TIME,10 minutes and some seconds,1
TIME,10 pm,1
TIME,10-15 minutes,1
TIME,10pm to midnight,1
TIME,11:21,1
TIME,11:30 at night,1
TIME,11:55,1
TIME,12 hours,1
TIME,12 minutes,1
TIME,12pm,1
TIME,15 minute,1
TIME,15 minutes later,1
TIME,1:30 pm,1
TIME,2 and half hours,1
TIME,2 hour,1
TIME,2 hours and 20 minutes,1
TIME,2 hours later,1
TIME,2 in the afternoon,1
TIME,2 pm,1
TIME,2 seconds,1
TIME,2+ hour,1
TIME,2.5 hours,1
TIME,20 minute,1
TIME,20+ minutes,1
TIME,20-40 minute,1
TIME,25-30 minutes,1
TIME,29 minutes,1
TIME,2am,1
TIME,2ish hours,1
TIME,2nd night &,1
TIME,3 extra minutes,1
TIME,3 hour,1
TIME,3 minutes,1
TIME,3 nights,1
TIME,3 or 4 hours,1
TIME,3-4 am,1
TIME,3-4 hours,1
TIME,30 hours,1
TIME,30 minutes later,1
TIME,30-35 minutes,1
TIME,30-60 minutes,1
TIME,31 minutes,1
TIME,35-45 minutes,1
TIME,36 hour,1
TIME,3:30,1
TIME,3am,1
TIME,3pm weekdays,1
TIME,4 hour,1
TIME,4 minutes,1
TIME,4 night,1
TIME,45 minute,1
TIME,45 minutes later,1
TIME,48-72 hours,1
TIME,4:00,1
TIME,4:00 a.m.,1
TIME,4:30,1
TIME,4:45,1
TIME,4:45 pm,1
TIME,5 am first,1
TIME,5 hour,1
TIME,5 hours,1
TIME,5 seconds,1
TIME,55 minutes,1
TIME,5:30,1
TIME,5:30 am,1
TIME,5:30 pm.\n- room,1
TIME,5pm,1
TIME,5pm now,1
TIME,5pm only,1
TIME,6 a.m.,1
TIME,6 hour,1
TIME,6 in the morning,1
TIME,7:15,1
TIME,7:15 am,1
TIME,7:30 pm,1
TIME,8 am-8 pm,1
TIME,8 hours,1
TIME,8 o'clock,1
TIME,8 or 9pm,1
TIME,80 minutes,1
TIME,8:00,1
TIME,8:00 am,1
TIME,8:30,1
TIME,8:30 pm,1
TIME,8:45,1
TIME,8:45am,1
TIME,8pm,1
TIME,90 minutes,1
TIME,9:15 this morning,1
TIME,9:30,1
TIME,9:30am,1
TIME,9:45,1
TIME,9am and,1
TIME,9am in the morning,1
TIME,9pm and,1
TIME,"\""""20 minute",1
TIME,"\""""your hours",1
TIME,\n\nlast night,1
TIME,a bad night,1
TIME,a couple hours,1
TIME,a couple of hours,1
TIME,a couple of nights,1
TIME,a few nights,1
TIME,a five minute,1
TIME,a fourth night,1
TIME,a full 10 minutes,1
TIME,a full evening,1
TIME,a good 10 minutes,1
TIME,a good 15 minutes,1
TIME,a good 30 minutes,1
TIME,a good 5 minutes,1
TIME,a good few hours,1
TIME,a good few minutes,1
TIME,a good half hour,1
TIME,a good hour,1
TIME,a late hour,1
TIME,a late night,1
TIME,a major night,1
TIME,a regular night,1
TIME,a very busy night,1
TIME,a whole eight hours,1
TIME,about 10 minutes later,1
TIME,about 10:45,1
TIME,about 11:30,1
TIME,about 1:00 pm,1
TIME,about 2 minutes,1
TIME,about 20 seconds,1
TIME,about 30 minute,1
TIME,about 35 minutes,1
TIME,about 50 minutes,1
TIME,about 60 seconds,1
TIME,about 9 yrs ago,1
TIME,about 9:30,1
TIME,about a 10 minute,1
TIME,about an hour,1
TIME,about an hour and a half,1
TIME,about an hour and half,1
TIME,about happy hour,1
TIME,about seven minutes,1
TIME,about ten minutes later,1
TIME,about the happy hour,1
TIME,about the hour,1
TIME,about two minutes later,1
TIME,almost 30 minutes,1
TIME,an additional 10 minutes,1
TIME,an additional 40 minutes,1
TIME,an hour ahead,1
TIME,an hour and a half later,1
TIME,another 10 minute,1
TIME,another 10 minutes,1
TIME,another 15 minutes,1
TIME,another 20 minutes,1
TIME,another 5 minutes,1
TIME,another hour later,1
TIME,another ten minutes,1
TIME,april night,1
TIME,around 10:30,1
TIME,around 12 am,1
TIME,around 15 minutes,1
TIME,around 9:30 pm,1
TIME,around noon,1
TIME,around thirty minutes,1
TIME,at least 35 minutes,1
TIME,at least an hour,1
TIME,at least half hour,1
TIME,close to 2 hours,1
TIME,close to an hour,1
TIME,date night/happy hour,1
TIME,daytime,1
TIME,dusk,1
TIME,early evening,1
TIME,early in the morning,1
TIME,early on a weeknight,1
TIME,every 1/2 hour,1
TIME,every 15 minutes,1
TIME,every 20 seconds,1
TIME,every 30 seconds,1
TIME,every 45 minutes,1
TIME,every 5 seconds,1
TIME,every few seconds,1
TIME,every fifteen minutes,1
TIME,every night,1
TIME,five hours,1
TIME,five minutes later,1
TIME,five to seven minutes,1
TIME,four night,1
TIME,friday night happy hour,1
TIME,from.\n\ntwo hours,1
TIME,half an hour,1
TIME,half hour,1
TIME,hours there.\n\ni,1
TIME,i am three hours,1
TIME,just a few hours,1
TIME,just a few miles,1
TIME,just a few minutes,1
TIME,just a few minutes later,1
TIME,last-minute,1
TIME,less than 2 hours,1
TIME,less than 2 minutes,1
TIME,less than 20 minutes,1
TIME,less than 30 minutes,1
TIME,less than 30 seconds,1
TIME,less than 5 minutes,1
TIME,less than a minute,1
TIME,less than ten minutes later,1
TIME,like 10 minutes,1
TIME,like 5 minutes,1
TIME,lunch hour,1
TIME,mere minutes,1
TIME,mere seconds,1
TIME,mid-afternoon hours,1
TIME,midday,1
TIME,more happy hours,1
TIME,more than 12 hours,1
TIME,more than 15 minutes,1
TIME,more than 30 minutes,1
TIME,more than 5 minutes,1
TIME,more than an hour,1
TIME,more than an hour and a half,1
TIME,mornings,1
TIME,nearly 3 hours,1
TIME,nearly fifteen minutes,1
TIME,next morning,1
TIME,nine in the morning,1
TIME,normal business hours,1
TIME,our hour,1
TIME,over 1/2 hour,1
TIME,over 15 minutes,1
TIME,over 2 hours,1
TIME,over 3 hours,1
TIME,over 30 minutes,1
TIME,over a hour,1
TIME,over an hour,1
TIME,over two hours,1
TIME,past 10:00,1
TIME,roughly 25 minutes,1
TIME,roughly 6:45,1
TIME,seconds,1
TIME,seconds 6 seconds,1
TIME,seven minutes,1
TIME,seven more minutes,1
TIME,several more minutes,1
TIME,sunday evening,1
TIME,swedish with 1 hour foot,1
TIME,ten minutes earlier,1
TIME,that next evening,1
TIME,the 10 minutes,1
TIME,the 45 minutes,1
TIME,the 46 minutes,1
TIME,the early afternoon,1
TIME,the early evening,1
TIME,the early morning,1
TIME,the entire evening,1
TIME,the entire night,1
TIME,the extra 5 minute,1
TIME,the extra 5 minutes,1
TIME,the first hour,1
TIME,the hour,1
TIME,the last two hours,1
TIME,the late hour,1
TIME,the next 12 hours,1
TIME,the next morning &,1
TIME,the previous 30 minute,1
TIME,the same hours,1
TIME,the strange hours,1
TIME,the two hours,1
TIME,the wee hours,1
TIME,the whole hour,1
TIME,their exact hours,1
TIME,thirty minutes later,1
TIME,this afternoon,1
TIME,this amateur hour,1
TIME,those hours,1
TIME,three hours,1
TIME,three in the morning,1
TIME,three nights,1
TIME,three pm,1
TIME,three to four hours,1
TIME,to one hour,1
TIME,tuesday night,1
TIME,twenty minutes,1
TIME,twenty minutes later,1
TIME,two and half hours later,1
TIME,two hour,1
TIME,two minutes,1
TIME,under 12 minutes,1
TIME,under 15 minutes,1
TIME,under 2 minutes,1
TIME,under 45 minutes,1
